drug_id,name,units
726,Glibenclamide (15mg tablet),tab(s)
727,Hydralazine (100mg tablet),tab(s)
728,Glibenclamide (2.5mg tablet),tab(s)
729,METFORMIN (1000MG),tab(s)
731,AZT/3TC/NVP (300/150/200mg tablet),tab(s)
732,AZT/3TC/NVP (60/30/50mg tablet),tab(s)
733,ABC/3TC (Abacavir and Lamivudine 60/30mg tablet),tab(s)
734,TDF/3TC (Tenofavir and Lamivudine 300/300mg tablet,tab(s)
735,TDF/3TC/EFV (300/300/600mg tablet),tab(s)
736,AZT/3TC (Zidovudine and Lamivudine 60/30 tablet),tab(s)
737,d4T/3TC (Stavudine Lamivudine 6/30mg tablet),tab(s)
738,d4T/3TC (Stavudine Lamivudine 30/150 tablet),tab(s)
739,LPV/r (Lopinavir and Ritonavir 133/33mg tablet),tab(s)
740,RH (R60/H30),tab(s)
741,Benzathine Benzylpen 1.44g (2.4MU),g
742,Atorvastatin (10mg tablet),tab(s)
743,Baclofen (30mg tablet),tab(s)
744,Bromocriptine (2.5mg tablet),tab(s)
745,Calcium Gluconate (600mg tablet),tab(s)
746,Calcium Sandoze Forte,
747,Cellcept (500mg),tab(s)
748,Coversly (4mg tablet),tab(s)
749,Perisindopril (75mg tablet),tab(s)
750,Cyclophosphamide (50mg tablet),tab(s)
751,Dostinex (0.5mg tablet),tab(s)
752,Doxazosin (4mg tablet),tab(s)
753,Epilim (300mg tablet),tab(s)
754,Haloperidol (2mg tablet),tab(s)
755,Lithium Carbonate (250mg tablet),tab(s)
756,Lithium Carbonate (400mg tablet),tab(s)
757,Lithium Carbonate (600mg tablet),tab(s)
758,Liviferm (2.5mg tablet),tab(s)
759,Levothyroxine Sodium (100mg tablet),tab(s)
764,Misoprositol (200ug tablet),UG
765,Sodium Bicarbonate,
766,Gabapentin (100mg tablet),tab(s)
767,Gabapentin (400mg tablet),tab(s)
768,Norethisterone (5mg tablet),tab(s)
769,Norfloxacin (400mg tablet),tab(s)
770,Pericyazine (4mg tablet),tab(s)
771,Premarin,
772,Quinine Sulphate (300mg tablet),tab(s)
773,Ranitidine (150mg tablet),tab(s)
774,Sandimum Optoral,
775,Sulphadoxine (500mg tablet),tab(s)
776,Synarp Forte,
777,Thioridazine (25mg tablet),tab(s)
778,Thioridazine (50mg tablet),tab(s)
779,Thioridazine Hydrochloride (100mg tablet),tab(s)
780,Tranexamic Acid (tablet),
781,Trifluoperazine (5mg tablet),tab(s)
782,Warfarin Sodium (1mg tablet),tab(s)
783,Actinomycin D(Injection),
784,Calcium Gluconate 10% (10ml),ml
786,Zuclopentioxol Acetate (50mg/ml),mg/ml
788,Cyclophosphamide (200mg PRF),tab(s)
789,Disodium Parmidronate (15mg),tab(s)
790,Dopamine (40mg/ml),mg/ml
792,Dopamine (5ml ampoule),
